69550,7601
69661.2,7601
69998.4,7601
70573.6,7601
71408.5,7601
72540.9,7601
74037.2,7601
76054.7,7601
78737.7,7601
81298.9,7601
92577.9,7601
87446.8,7601
102793,7601
44125,7601
90443.6,7601
110627,7601
151457,7601
1.27567e+06,7601
40499.4,7601
66556,7601
88296.3,7601
109032,7601
135250,7601
176986,7601
265995,7601
642335,7601
852684,7601
210096,7601
102955,7601
60375.1,7601
40909.1,7601
34727.5,7601
206416,7601
42081.2,7601
49022.3,7601
56621.6,7601
64722,7601
73402.1,7601
82851.6,7601
93344.1,7601
105242,7601
119041,7601
135437,7601
155449,7601
180652,7601
213618,7601
258888,7601
325315,7601
432803,7601
637431,7601
1.18218e+06,7601
7.16951e+06,7601
1.81041e+06,7601
812213,7601
526772,7601
391403,7601
312324,7601
260429,7601
223732,7601
196393,7601
175227,7601
158346,7601
144563,7601
133093,7601
2.44742e+06,7601
115086,7601
107885,7601
101583,7601
96020.4,7601
91073,7601
86643.4,7601
82653.7,7601
79040.8,7601
75753.4,7601
72749,7601
69992.2,7601
67453,7601
65110.5,7601
62933.6,7601
60912,7601
59027.9,7601
57267.4,7601
55618.8,7601
54071.5,7601
52616.3,7601
51245.3,7601
49951.1,7601
48727.5,7601
47568.8,7601
46469.9,7601
45426.1,7601
44433.6,7601
43488.6,7601
42587.1,7601
41726.9,7601
40905,7601
40119.7,7601
39365.8,7601
38644.3,7601
37952.1,7601
37287.4,7601
36648.6,7601
36034.3,7601
35443,7601
34873.4,7601
34324.3,7601
33794.7,7601
33283.3,7601
32785.8,7601
32313.1,7601
31851.4,7601
31404.7,7601
31098.8,7601
30553.4,7601
30147.6,7601
29755.3,7601
29371.2,7601
29000.5,7601
28640.3,7601
28289.7,7601
27950,7601
27614.9,7601
27309.9,7601
26989.7,7601
26683.7,7601
26386.4,7601
26096.8,7601
25814.6,7601
5.09408e+06,7601
25271.1,7601
25009,7601
24753.1,7601
24502.9,7601
24257.8,7601
24013.8,7601
23791,7601
23557.7,7601
23328.2,7601
23090.4,7601
24274,7601
22746.7,7601
22522.7,7601
22317.5,7601
22118.5,7601
21805.1,7601
21734.9,7601
21549.1,7601
21366.7,7601
21187.5,7601
21011.1,7601
20836.8,7601
20663.5,7601
20487.5,7601
20281.5,7601
20287.5,7601
20055.1,7601
19883.6,7601
19718.8,7601
19553.7,7601
19382.2,7601
19188.8,7601
18913.3,7601
16606.3,7601
19307.6,7601
18970.5,7601
18777.2,7601
18617.5,7601
18471.6,7601
18333.5,7601
18200.2,7601
18070.4,7601
17943.2,7601
17817.9,7601
17694,7601
17571,7601
17447.5,7601
17322.1,7601
17190,7601
17032,7601
16500.7,7601
17050.3,7601
16851.2,7601
16712.9,7601
16586,7601
16462.1,7601
16337.7,7601
16210.2,7601
16077.4,7601
15931.3,7601
15774.3,7601
15588.3,7601
15350.4,7601
10416.4,7601
14311.4,7601
11489.2,7601
21105.7,7601
17244.3,7601
16478.6,7601
16109.4,7601
15869.1,7601
15687.2,7601
15536.3,7601
15404.2,7601
15284.4,7601
15172.8,7601
15067.1,7601
14965.5,7601
14866.9,7601
14770.2,7601
14674.3,7601
14578.5,7601
14480.9,7601
14379.6,7601
14271.9,7601
14182,7601
59755.7,7601
14646.2,7601
14242.1,7601
14075.7,7601
13954.7,7601
13848.4,7601
13748,7601
13652.7,7601
13553.3,7601
222316,7601
13354.4,7601
13251.1,7601
13144,7601
13032.1,7601
12915,7601
12802.6,7601
12625.8,7601
12481.5,7601
12311.3,7601
12114.8,7601
11883.5,7601
11603.6,7601
11251.2,7601
10786,7601
10130.4,7601
9171.21,7601
7350.26,7601
4751.95,7601
62700.3,7601
31340.4,7601
21080.7,7601
18156.3,7601
16760.2,7601
15933.3,7601
15377.3,7601
14996.2,7601
14685.1,7601
14443.1,7601
14246.3,7601
14082.8,7601
13945,7601
13828.2,7601
13729.7,7601
13648.1,7601
13583.3,7601
13537,7601
13513.1,7601
13520.9,7601
13565.6,7601
13692,7601
13962.4,7601
14572.2,7601
16253.9,7601
24269.6,7601
73667.8,7601
15948.2,7601
12976.6,7601
12228.8,7601
12083,7601
11963.2,7601
11884.7,7601
11822.8,7601
11767.9,7601
11715.9,7601
11664.7,7601
11613.3,7601
11559.6,7601
11513.8,7601
11454.4,7601
11389.4,7601
11229.6,7601
11355.4,7601
11273.3,7601
209841,7601
11148.9,7601
11097.3,7601
11022.4,7601
10959.8,7601
10894.9,7601
10827.6,7601
10760.3,7601
10689.1,7601
10615,7601
10542,7601
10472.4,7601
10208.9,7601
10261.8,7601
10176.6,7601
10082.2,7601
9980.81,7601
9873.21,7601
9759.27,7601
9638.82,7601
9511.81,7601
9378.52,7601
9239.9,7601
9098.06,7601
8957.26,7601
8825.13,7601
8716.73,7601
8658.75,7601
8700.36,7601
8931.51,7601
9515.6,7601
10745.4,7601
6197.07,7601
17869.8,7601
27787,7601
54882.3,7601
290634,7601
118026,7601
55605.1,7601
39070.4,7601
31510.9,7601
27215.5,7601
24457.6,7601
22523.6,7601
20969.6,7601
21741,7601
19761.3,7601
19043.3,7601
18524.1,7601
18123.5,7601
17814.3,7601
17579.3,7601
17407.9,7601
17294.1,7601
17234.9,7601
17230.1,7601
17282.3,7601
17397.6,7601
17586.4,7601
17878.2,7601
18270.4,7601
18912,7601
17589.5,7601
20013.1,7601
21403.8,7601
23319.5,7601
26221.1,7601
31034.9,7601
40223.3,7601
63304.7,7601
205081,7601
128370,7601
46156.4,7601
27960.2,7601
20444.5,7601
16617.3,7601
14458.9,7601
13165.5,7601
12357,7601
11835.1,7601
11583.5,7601
11254.3,7601
11092.1,7601
10979.5,7601
10895.6,7601
10836.7,7601
10793.3,7601
10760.7,7601
10735.5,7601
10712.9,7601
10714.1,7601
10695.1,7601
10684.6,7601
10675.8,7601
10668.2,7601
10661.1,7601
808129,7601
10647.4,7601
10640.1,7601
10632.2,7601
10623.3,7601
10613.2,7601
10604.1,7601
10578.9,7601
10558.8,7601
10539.6,7601
10500.2,7601
10445.2,7601
10357.6,7601
10199.5,7601
9826.14,7601
8638.97,7601
13343.8,7601
11731.6,7601
11373.4,7601
11222.6,7601
11143.4,7601
11098.1,7601
11071.8,7601
11057.9,7601
11053.2,7601
11055.9,7601
11065.6,7601
11082.3,7601
11107,7601
11141.8,7601
11190.6,7601
11260.4,7601
11367.4,7601
11547.9,7601
11924.3,7601
13220.5,7601
9615.28,7601
9438.75,7601
10117.7,7601
10388.6,7601
10540.4,7601
10642.2,7601
10718.9,7601
10781.6,7601
10836.1,7601
10885.5,7601
10931.1,7601
10967.7,7601
11049.1,7601
11083.6,7601
11132,7601
11213.9,7601
11214.5,7601
11273.8,7601
11332.2,7601
11393.2,7601
11457.9,7601
11527.1,7601
11601.3,7601
11681.7,7601
11770.4,7601
11875.1,7601
12168.3,7601
11992.9,7601
2.55175e+06,7601
12259.3,7601
12393.6,7601
12537.9,7601
12693.8,7601
12862.9,7601
13047.1,7601
13248.2,7601
13468.1,7601
13709,7601
13973.3,7601
14262.9,7601
14574.7,7601
15041.4,7601
15367,7601
15803.8,7601
16296.6,7601
16850.5,7601
17474.3,7601
18179.2,7601
18979.2,7601
19891.3,7601
20936.9,7601
22142.8,7601
23543.4,7601
25183.4,7601
27120.9,7601
29436.4,7601
32239.1,7601
35685.5,7601
40006.3,7601
45556.7,7601
164284,7601
63081.6,7601
77976.2,7601
101767,7601
145572,7601
252270,7601
893518,7601
603397,7601
229399,7601
143215,7601
104980,7601
83401,7601
69524.5,7601
59807.3,7601
52542.9,7601
46729.9,7601
41828.8,7601
36785.2,7601
29734,7601
45927.8,7601
53093.4,7601
41949.1,7601
37959.8,7601
35285.2,7601
34793.9,7601
33282.4,7601
32324,7601
31589.3,7601
31036.8,7601
30630.5,7601
30351.2,7601
30187.6,7601
30133.7,7601
30187.6,7601
30351.2,7601
30630.5,7601
31036.8,7601
31589.3,7601
32324,7601
33282.4,7601
34793.9,7601
35285.2,7601
37959.8,7601
41949.1,7601
53093.4,7601
45927.8,7601
29734,7601
36785.2,7601
41828.8,7601
46729.9,7601
52542.9,7601
59807.3,7601
69524.5,7601
83401,7601
104980,7601
143215,7601
229399,7601
603397,7601
893518,7601
252270,7601
145572,7601
101767,7601
77976.2,7601
63081.6,7601
164284,7601
45556.7,7601
40006.3,7601
35685.5,7601
32239.1,7601
29436.4,7601
27120.9,7601
25183.4,7601
23543.4,7601
22142.8,7601
20936.9,7601
19891.3,7601
18979.2,7601
18179.2,7601
17474.3,7601
16850.5,7601
16296.6,7601
15803.8,7601
15367,7601
15041.4,7601
14574.7,7601
14262.9,7601
13973.3,7601
13709,7601
13468.1,7601
13248.2,7601
13047.1,7601
12862.9,7601
12693.8,7601
12537.9,7601
12393.6,7601
12259.3,7601
2.55175e+06,7601
11992.9,7601
12168.3,7601
11875.1,7601
11770.4,7601
11681.7,7601
11601.3,7601
11527.1,7601
11457.9,7601
11393.2,7601
11332.2,7601
11273.8,7601
11214.5,7601
11213.9,7601
11132,7601
11083.6,7601
11049.1,7601
10967.7,7601
10931.1,7601
10885.5,7601
10836.1,7601
10781.6,7601
10718.9,7601
10642.2,7601
10540.4,7601
10388.6,7601
10117.7,7601
9438.75,7601
9615.28,7601
13220.5,7601
11924.3,7601
11547.9,7601
11367.4,7601
11260.4,7601
11190.6,7601
11141.8,7601
11107,7601
11082.3,7601
11065.6,7601
11055.9,7601
11053.2,7601
11057.9,7601
11071.8,7601
11098.1,7601
11143.4,7601
11222.6,7601
11373.4,7601
11731.6,7601
13343.8,7601
8638.97,7601
9826.14,7601
10199.5,7601
10357.6,7601
10445.2,7601
10500.2,7601
10539.6,7601
10558.8,7601
10578.9,7601
10604.1,7601
10613.2,7601
10623.3,7601
10632.2,7601
10640.1,7601
10647.4,7601
808129,7601
10661.1,7601
10668.2,7601
10675.8,7601
10684.6,7601
10695.1,7601
10714.1,7601
10712.9,7601
10735.5,7601
10760.7,7601
10793.3,7601
10836.7,7601
10895.6,7601
10979.5,7601
11092.1,7601
11254.3,7601
11583.5,7601
11835.1,7601
12357,7601
13165.5,7601
14458.9,7601
16617.3,7601
20444.5,7601
27960.2,7601
46156.4,7601
128370,7601
205081,7601
63304.7,7601
40223.3,7601
31034.9,7601
26221.1,7601
23319.5,7601
21403.8,7601
20013.1,7601
17589.5,7601
18912,7601
18270.4,7601
17878.2,7601
17586.4,7601
17397.6,7601
17282.3,7601
17230.1,7601
17234.9,7601
17294.1,7601
17407.9,7601
17579.3,7601
17814.3,7601
18123.5,7601
18524.1,7601
19043.3,7601
19761.3,7601
21741,7601
20969.6,7601
22523.6,7601
24457.6,7601
27215.5,7601
31510.9,7601
39070.4,7601
55605.1,7601
118026,7601
290634,7601
54882.3,7601
27787,7601
17869.8,7601
6197.07,7601
10745.4,7601
9515.6,7601
8931.51,7601
8700.36,7601
8658.75,7601
8716.73,7601
8825.13,7601
8957.26,7601
9098.06,7601
9239.9,7601
9378.52,7601
9511.81,7601
9638.82,7601
9759.27,7601
9873.21,7601
9980.81,7601
10082.2,7601
10176.6,7601
10261.8,7601
10208.9,7601
10472.4,7601
10542,7601
10615,7601
10689.1,7601
10760.3,7601
10827.6,7601
10894.9,7601
10959.8,7601
11022.4,7601
11097.3,7601
11148.9,7601
209841,7601
11273.3,7601
11355.4,7601
11229.6,7601
11389.4,7601
11454.4,7601
11513.8,7601
11559.6,7601
11613.3,7601
11664.7,7601
11715.9,7601
11767.9,7601
11822.8,7601
11884.7,7601
11963.2,7601
12083,7601
12228.8,7601
12976.6,7601
15948.2,7601
73667.8,7601
24269.6,7601
16253.9,7601
14572.2,7601
13962.4,7601
13692,7601
13565.6,7601
13520.9,7601
13513.1,7601
13537,7601
13583.3,7601
13648.1,7601
13729.7,7601
13828.2,7601
13945,7601
14082.8,7601
14246.3,7601
14443.1,7601
14685.1,7601
14996.2,7601
15377.3,7601
15933.3,7601
16760.2,7601
18156.3,7601
21080.7,7601
31340.4,7601
62700.3,7601
4751.95,7601
7350.26,7601
9171.21,7601
10130.4,7601
10786,7601
11251.2,7601
11603.6,7601
11883.5,7601
12114.8,7601
12311.3,7601
12481.5,7601
12625.8,7601
12802.6,7601
12915,7601
13032.1,7601
13144,7601
13251.1,7601
13354.4,7601
222316,7601
13553.3,7601
13652.7,7601
13748,7601
13848.4,7601
13954.7,7601
14075.7,7601
14242.1,7601
14646.2,7601
59755.7,7601
14182,7601
14271.9,7601
14379.6,7601
14480.9,7601
14578.5,7601
14674.3,7601
14770.2,7601
14866.9,7601
14965.5,7601
15067.1,7601
15172.8,7601
15284.4,7601
15404.2,7601
15536.3,7601
15687.2,7601
15869.1,7601
16109.4,7601
16478.6,7601
17244.3,7601
21105.7,7601
11489.2,7601
14311.4,7601
10416.4,7601
15350.4,7601
15588.3,7601
15774.3,7601
15931.3,7601
16077.4,7601
16210.2,7601
16337.7,7601
16462.1,7601
16586,7601
16712.9,7601
16851.2,7601
17050.3,7601
16500.7,7601
17032,7601
17190,7601
17322.1,7601
17447.5,7601
17571,7601
17694,7601
17817.9,7601
17943.2,7601
18070.4,7601
18200.2,7601
18333.5,7601
18471.6,7601
18617.5,7601
18777.2,7601
18970.5,7601
19307.6,7601
16606.3,7601
18913.3,7601
19188.8,7601
19382.2,7601
19553.7,7601
19718.8,7601
19883.6,7601
20055.1,7601
20287.5,7601
20281.5,7601
20487.5,7601
20663.5,7601
20836.8,7601
21011.1,7601
21187.5,7601
21366.7,7601
21549.1,7601
21734.9,7601
21805.1,7601
22118.5,7601
22317.5,7601
22522.7,7601
22746.7,7601
24274,7601
23090.4,7601
23328.2,7601
23557.7,7601
23791,7601
24013.8,7601
24257.8,7601
24502.9,7601
24753.1,7601
25009,7601
25271.1,7601
5.09408e+06,7601
25814.6,7601
26096.8,7601
26386.4,7601
26683.7,7601
26989.7,7601
27309.9,7601
27614.9,7601
27950,7601
28289.7,7601
28640.3,7601
29000.5,7601
29371.2,7601
29755.3,7601
30147.6,7601
30553.4,7601
31098.8,7601
31404.7,7601
31851.4,7601
32313.1,7601
32785.8,7601
